"","subject","activity","feature","mean"
"319",16,"WALKING_UPSTAIRS","tBodyGyroJerkMag-mean()",-0.860446372459016
"320",16,"WALKING_UPSTAIRS","tBodyGyroJerkMag-std()",-0.87480016568306
"321",16,"WALKING_UPSTAIRS","tBodyGyroMag-mean()",-0.718168775628415
"322",16,"WALKING_UPSTAIRS","tBodyGyroMag-std()",-0.78482286579235
"323",16,"WALKING_UPSTAIRS","tGravityAccMag-mean()",-0.616131116889044
"324",16,"WALKING_UPSTAIRS","tGravityAccMag-std()",-0.661719690491803
"325",17,"WALKING_DOWNSTAIRS","fBodyAccMag-mean()",-0.616776986006785
"326",17,"WALKING_DOWNSTAIRS","fBodyAccMag-std()",-0.661980075745723
"327",17,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-mean()",-0.672302752918879
"328",17,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-std()",-0.666929054969322
"329",17,"WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag-mean()",-0.815081807581121
"330",17,"WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag-std()",-0.820032370707965
"331",17,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag-mean()",-0.750925804837758
"332",17,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag-std()",-0.765190625132743
"333",17,"WALKING_DOWNSTAIRS","tBodyAccJerkMag-mean()",-0.671076885553097
"334",17,"WALKING_DOWNSTAIRS","tBodyAccJerkMag-std()",-0.668331557015634
"335",17,"WALKING_DOWNSTAIRS","tBodyAccMag-mean()",-0.532690252939646
"336",17,"WALKING_DOWNSTAIRS","tBodyAccMag-std()",-0.606069140132448
"337",17,"WALKING_DOWNSTAIRS","tBodyGyroJerkMag-mean()",-0.794708804985251
"338",17,"WALKING_DOWNSTAIRS","tBodyGyroJerkMag-std()",-0.810882493864307
"339",17,"WALKING_DOWNSTAIRS","tBodyGyroMag-mean()",-0.649912792768584
"340",17,"WALKING_DOWNSTAIRS","tBodyGyroMag-std()",-0.730340424530973
"341",17,"WALKING_DOWNSTAIRS","tGravityAccMag-mean()",-0.532690252939646
"342",17,"WALKING_DOWNSTAIRS","tGravityAccMag-std()",-0.606069140132448
"343",17,"WALKING_UPSTAIRS","fBodyAccMag-mean()",-0.990007266206896
"344",17,"WALKING_UPSTAIRS","fBodyAccMag-std()",-0.98628791137931
"345",17,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-mean()",-0.993005947241379
"346",17,"WALKING_UPSTAIRS","fBodyBodyAccJerkMag-std()",-0.992630932068965
"347",17,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-mean()",-0.99327833
"348",17,"WALKING_UPSTAIRS","fBodyBodyGyroJerkMag-std()",-0.993482856896552
"349",17,"WALKING_UPSTAIRS","fBodyBodyGyroMag-mean()",-0.986607555172414
"350",17,"WALKING_UPSTAIRS","fBodyBodyGyroMag-std()",-0.981446073103448
"351",17,"WALKING_UPSTAIRS","tBodyAccJerkMag-mean()",-0.993245806206897
"352",17,"WALKING_UPSTAIRS","tBodyAccJerkMag-std()",-0.993375015172414
"353",17,"WALKING_UPSTAIRS","tBodyAccMag-mean()",-0.985418968275862
"354",17,"WALKING_UPSTAIRS","tBodyAccMag-std()",-0.986826527241379
"355",17,"WALKING_UPSTAIRS","tBodyGyroJerkMag-mean()",-0.994309820689655
"356",17,"WALKING_UPSTAIRS","tBodyGyroJerkMag-std()",-0.993276945862069
"357",17,"WALKING_UPSTAIRS","tBodyGyroMag-mean()",-0.983299607586207
"358",17,"WALKING_UPSTAIRS","tBodyGyroMag-std()",-0.981656969655172
"359",17,"WALKING_UPSTAIRS","tGravityAccMag-mean()",-0.985418968275862
"360",17,"WALKING_UPSTAIRS","tGravityAccMag-std()",-0.986826527241379
"361",18,"LAYING","fBodyAccMag-mean()",-0.697732862178571
"362",18,"LAYING","fBodyAccMag-std()",-0.733904051236264
"363",18,"LAYING","fBodyBodyAccJerkMag-mean()",-0.742323821887363
"364",18,"LAYING","fBodyBodyAccJerkMag-std()",-0.750189976318681
"365",18,"LAYING","fBodyBodyGyroJerkMag-mean()",-0.88466302260989
"366",18,"LAYING","fBodyBodyGyroJerkMag-std()",-0.902206780607143
"367",18,"LAYING","fBodyBodyGyroMag-mean()",-0.816286626730769
"368",18,"LAYING","fBodyBodyGyroMag-std()",-0.789777674554945
"369",18,"LAYING","tBodyAccJerkMag-mean()",-0.753904676895604
"370",18,"LAYING","tBodyAccJerkMag-std()",-0.745212812708791
"371",18,"LAYING","tBodyAccMag-mean()",-0.658370952115385
"372",18,"LAYING","tBodyAccMag-std()",-0.689671890376374
"373",18,"LAYING","tBodyGyroJerkMag-mean()",-0.859899942335165
"374",18,"LAYING","tBodyGyroJerkMag-std()",-0.88856533728022
"375",18,"LAYING","tBodyGyroMag-mean()",-0.714735668626374
"376",18,"LAYING","tBodyGyroMag-std()",-0.775779058758242
"377",18,"LAYING","tGravityAccMag-mean()",-0.658370952115385
"378",18,"LAYING","tGravityAccMag-std()",-0.689671890376374
"379",19,"WALKING_DOWNSTAIRS","fBodyAccMag-mean()",-0.556404444967972
"380",19,"WALKING_DOWNSTAIRS","fBodyAccMag-std()",-0.689860920113889
"381",19,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-mean()",-0.576064647812278
"382",19,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-std()",-0.641089005857778
"383",19,"WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag-mean()",-0.719519008752778
"384",19,"WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag-std()",-0.754223739441667
"385",19,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag-mean()",-0.636287999799167
"386",19,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag-std()",-0.662325968145833
"387",19,"WALKING_DOWNSTAIRS","tBodyAccJerkMag-mean()",-0.5762252472125
"388",19,"WALKING_DOWNSTAIRS","tBodyAccJerkMag-std()",-0.601918552871944
"389",19,"WALKING_DOWNSTAIRS","tBodyAccMag-mean()",-0.531507362111361
"390",19,"WALKING_DOWNSTAIRS","tBodyAccMag-std()",-0.599552767486306
"391",19,"WALKING_DOWNSTAIRS","tBodyGyroJerkMag-mean()",-0.683436541824444
"392",19,"WALKING_DOWNSTAIRS","tBodyGyroJerkMag-std()",-0.7255986988425
"393",19,"WALKING_DOWNSTAIRS","tBodyGyroMag-mean()",-0.548919668132222
"394",19,"WALKING_DOWNSTAIRS","tBodyGyroMag-std()",-0.610093380740278
"395",19,"WALKING_DOWNSTAIRS","tGravityAccMag-mean()",-0.531507362111361
"396",19,"WALKING_DOWNSTAIRS","tGravityAccMag-std()",-0.599552767486306
"397",20,"LAYING","fBodyAccMag-mean()",-0.560278889421186
"398",20,"LAYING","fBodyAccMag-std()",-0.648306198707062
"399",20,"LAYING","fBodyBodyAccJerkMag-mean()",-0.584571446817062
"400",20,"LAYING","fBodyBodyAccJerkMag-std()",-0.597351046813729
"401",20,"LAYING","fBodyBodyGyroJerkMag-mean()",-0.692638075749774
"402",20,"LAYING","fBodyBodyGyroJerkMag-std()",-0.694680032329943
"403",20,"LAYING","fBodyBodyGyroMag-mean()",-0.606970915061638
"404",20,"LAYING","fBodyBodyGyroMag-std()",-0.635816314618644
"405",20,"LAYING","tBodyAccJerkMag-mean()",-0.619698756735028
"406",20,"LAYING","tBodyAccJerkMag-std()",-0.588644307467599
"407",20,"LAYING","tBodyAccMag-mean()",-0.517257429345412
"408",20,"LAYING","tBodyAccMag-std()",-0.572325820319209
"409",20,"LAYING","tBodyGyroJerkMag-mean()",-0.684048497355932
"410",20,"LAYING","tBodyGyroJerkMag-std()",-0.683503744537853
"411",20,"LAYING","tBodyGyroMag-mean()",-0.516861235888701
"412",20,"LAYING","tBodyGyroMag-std()",-0.580023613494576
"413",20,"LAYING","tGravityAccMag-mean()",-0.517257429345412
"414",20,"LAYING","tGravityAccMag-std()",-0.572325820319209
"415",21,"WALKING_DOWNSTAIRS","fBodyAccMag-mean()",-0.658664719514706
"416",21,"WALKING_DOWNSTAIRS","fBodyAccMag-std()",-0.714345739215931
"417",21,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-mean()",-0.679742584809363
"418",21,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-std()",-0.683725127418382
"419",21,"WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag-mean()",-0.826275026053922
"420",21,"WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag-std()",-0.834949863259804
"421",21,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag-mean()",-0.776473060171569
"422",21,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag-std()",-0.793158526279412
"423",21,"WALKING_DOWNSTAIRS","tBodyAccJerkMag-mean()",-0.703461275879657
"424",21,"WALKING_DOWNSTAIRS","tBodyAccJerkMag-std()",-0.680069218953922
"425",21,"WALKING_DOWNSTAIRS","tBodyAccMag-mean()",-0.620309259553676
"426",21,"WALKING_DOWNSTAIRS","tBodyAccMag-std()",-0.6601960145
"427",21,"WALKING_DOWNSTAIRS","tBodyGyroJerkMag-mean()",-0.807817403137255
"428",21,"WALKING_DOWNSTAIRS","tBodyGyroJerkMag-std()",-0.82408989995098
"429",21,"WALKING_DOWNSTAIRS","tBodyGyroMag-mean()",-0.693779224517157
"430",21,"WALKING_DOWNSTAIRS","tBodyGyroMag-std()",-0.761303119652451
"431",21,"WALKING_DOWNSTAIRS","tGravityAccMag-mean()",-0.620309259553676
"432",21,"WALKING_DOWNSTAIRS","tGravityAccMag-std()",-0.6601960145
"433",22,"SITTING","fBodyAccMag-mean()",-0.0295832732681818
"434",22,"SITTING","fBodyAccMag-std()",-0.323464307272727
"435",22,"SITTING","fBodyBodyAccJerkMag-mean()",0.00382710664090909
"436",22,"SITTING","fBodyBodyAccJerkMag-std()",-0.0977799986818182
"437",22,"SITTING","fBodyBodyGyroJerkMag-mean()",-0.642050515
"438",22,"SITTING","fBodyBodyGyroJerkMag-std()",-0.673087576363636
"439",22,"SITTING","fBodyBodyGyroMag-mean()",-0.354449740454545
"440",22,"SITTING","fBodyBodyGyroMag-std()",-0.2723853645
"441",22,"SITTING","tBodyAccJerkMag-mean()",-0.0662072290227273
"442",22,"SITTING","tBodyAccJerkMag-std()",-0.0363532663636364
"443",22,"SITTING","tBodyAccMag-mean()",0.194598717272727
"444",22,"SITTING","tBodyAccMag-std()",-0.126888896863636
"445",22,"SITTING","tBodyGyroJerkMag-mean()",-0.543885972272727
"446",22,"SITTING","tBodyGyroJerkMag-std()",-0.644416388636364
"447",22,"SITTING","tBodyGyroMag-mean()",-0.137333612554545
"448",22,"SITTING","tBodyGyroMag-std()",-0.223751816518182
"449",22,"SITTING","tGravityAccMag-mean()",0.194598717272727
"450",22,"SITTING","tGravityAccMag-std()",-0.126888896863636
"451",22,"WALKING_DOWNSTAIRS","fBodyAccMag-mean()",-0.61441509667592
"452",22,"WALKING_DOWNSTAIRS","fBodyAccMag-std()",-0.699680500173244
"453",22,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-mean()",-0.628800131547492
"454",22,"WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag-std()",-0.636187050918395
"455",22,"WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag-mean()",-0.844035139698997
"456",22,"WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag-std()",-0.847554449431438
"457",22,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag-mean()",-0.755664344113712
"458",22,"WALKING_DOWNSTAIRS","fBodyBodyGyroMag-std()",-0.731033945357859
"459",22,"WALKING_DOWNSTAIRS","tBodyAccJerkMag-mean()",-0.649767623265886
"460",22,"WALKING_DOWNSTAIRS","tBodyAccJerkMag-std()",-0.630546676298027
"461",22,"WALKING_DOWNSTAIRS","tBodyAccMag-mean()",-0.555508409465953
"462",22,"WALKING_DOWNSTAIRS","tBodyAccMag-std()",-0.630466994221472
"463",22,"WALKING_DOWNSTAIRS","tBodyGyroJerkMag-mean()",-0.813134479966555
"464",22,"WALKING_DOWNSTAIRS","tBodyGyroJerkMag-std()",-0.839890422274247
"465",22,"WALKING_DOWNSTAIRS","tBodyGyroMag-mean()",-0.674479870696321
"466",22,"WALKING_DOWNSTAIRS","tBodyGyroMag-std()",-0.709682201686622
"467",22,"WALKING_DOWNSTAIRS","tGravityAccMag-mean()",-0.555508409465953
"468",22,"WALKING_DOWNSTAIRS","tGravityAccMag-std()",-0.630466994221472
"469",23,"SITTING","fBodyAccMag-mean()",-0.529029284118011
"470",23,"SITTING","fBodyAccMag-std()",-0.657048917971505
"471",23,"SITTING","fBodyBodyAccJerkMag-mean()",-0.542663319457527
"472",23,"SITTING","fBodyBodyAccJerkMag-std()",-0.583832309145968
"473",23,"SITTING","fBodyBodyGyroJerkMag-mean()",-0.584111049810215
"474",23,"SITTING","fBodyBodyGyroJerkMag-std()",-0.593735302105376
"475",23,"SITTING","fBodyBodyGyroMag-mean()",-0.534657191683602
"476",23,"SITTING","fBodyBodyGyroMag-std()",-0.632288527203763
"477",23,"SITTING","tBodyAccJerkMag-mean()",-0.58640067170914
"478",23,"SITTING","tBodyAccJerkMag-std()",-0.55872531418629
"479",23,"SITTING","tBodyAccMag-mean()",-0.532754757205108
"480",23,"SITTING","tBodyAccMag-std()",-0.56557562579215
"481",23,"SITTING","tBodyGyroJerkMag-mean()",-0.623412641977151
"482",23,"SITTING","tBodyGyroJerkMag-std()",-0.573942888021613
"483",23,"SITTING","tBodyGyroMag-mean()",-0.544207964433387
"484",23,"SITTING","tBodyGyroMag-std()",-0.541949073660753
"485",23,"SITTING","tGravityAccMag-mean()",-0.532754757205108
"486",23,"SITTING","tGravityAccMag-std()",-0.56557562579215
"487",24,"LAYING","fBodyAccMag-mean()",-0.650121872273806
"488",24,"LAYING","fBodyAccMag-std()",-0.705928425819685
"489",24,"LAYING","fBodyBodyAccJerkMag-mean()",-0.696845583388451
"490",24,"LAYING","fBodyBodyAccJerkMag-std()",-0.682447145993307
"491",24,"LAYING","fBodyBodyGyroJerkMag-mean()",-0.795019165380577
"492",24,"LAYING","fBodyBodyGyroJerkMag-std()",-0.796157264514436
"493",24,"LAYING","fBodyBodyGyroMag-mean()",-0.754131617480315
"494",24,"LAYING","fBodyBodyGyroMag-std()",-0.782076276167979
"495",24,"LAYING","tBodyAccJerkMag-mean()",-0.713667423769029
"496",24,"LAYING","tBodyAccJerkMag-std()",-0.689391189346457
"497",24,"LAYING","tBodyAccMag-mean()",-0.620032665162467
"498",24,"LAYING","tBodyAccMag-std()",-0.650862147810236
"499",24,"LAYING","tBodyGyroJerkMag-mean()",-0.791646550787402
"500",24,"LAYING","tBodyGyroJerkMag-std()",-0.788997850813648
"501",24,"LAYING","tBodyGyroMag-mean()",-0.682447212750656
"502",24,"LAYING","tBodyGyroMag-std()",-0.742983126606299
"503",24,"LAYING","tGravityAccMag-mean()",-0.620032665162467
"504",24,"LAYING","tGravityAccMag-std()",-0.650862147810236
"505",25,"SITTING","fBodyAccMag-mean()",-0.69501971
"506",25,"SITTING","fBodyAccMag-std()",-0.695367928718826
"507",25,"SITTING","fBodyBodyAccJerkMag-mean()",-0.779190075892421
"508",25,"SITTING","fBodyBodyAccJerkMag-std()",-0.783547229755501
"509",25,"SITTING","fBodyBodyGyroJerkMag-mean()",-0.875970674743276
"510",25,"SITTING","fBodyBodyGyroJerkMag-std()",-0.877714953691932
"511",25,"SITTING","fBodyBodyGyroMag-mean()",-0.754236109755501
"512",25,"SITTING","fBodyBodyGyroMag-std()",-0.697213120366748
"513",25,"SITTING","tBodyAccJerkMag-mean()",-0.783445354474328
"514",25,"SITTING","tBodyAccJerkMag-std()",-0.780451867848411
"515",25,"SITTING","tBodyAccMag-mean()",-0.583377749713936
"516",25,"SITTING","tBodyAccMag-std()",-0.659015505611247
"517",25,"SITTING","tBodyGyroJerkMag-mean()",-0.849630706259169
"518",25,"SITTING","tBodyGyroJerkMag-std()",-0.872776184449878
"519",25,"SITTING","tBodyGyroMag-mean()",-0.625733064258924
"520",25,"SITTING","tBodyGyroMag-std()",-0.68515279467066
"521",25,"SITTING","tGravityAccMag-mean()",-0.583377749713936
"522",25,"SITTING","tGravityAccMag-std()",-0.659015505611247
"523",26,"SITTING","fBodyAccMag-mean()",-0.6317569828625
"524",26,"SITTING","fBodyAccMag-std()",-0.673917799546684
"525",26,"SITTING","fBodyBodyAccJerkMag-mean()",-0.679278323637755
"526",26,"SITTING","fBodyBodyAccJerkMag-std()",-0.678025758312755
"527",26,"SITTING","fBodyBodyGyroJerkMag-mean()",-0.823865297193878
"528",26,"SITTING","fBodyBodyGyroJerkMag-std()",-0.823991408418367
"529",26,"SITTING","fBodyBodyGyroMag-mean()",-0.770504884821429
"530",26,"SITTING","fBodyBodyGyroMag-std()",-0.782624320831633
"531",26,"SITTING","tBodyAccJerkMag-mean()",-0.694917859209184
"532",26,"SITTING","tBodyAccJerkMag-std()",-0.677426336392347
"533",26,"SITTING","tBodyAccMag-mean()",-0.600932264175765
"534",26,"SITTING","tBodyAccMag-std()",-0.620355788665816
"535",26,"SITTING","tBodyGyroJerkMag-mean()",-0.798325916709184
"536",26,"SITTING","tBodyGyroJerkMag-std()",-0.818279112908163
"537",26,"SITTING","tBodyGyroMag-mean()",-0.694597662936224
"538",26,"SITTING","tBodyGyroMag-std()",-0.751833690215051
"539",26,"SITTING","tGravityAccMag-mean()",-0.600932264175765
"540",26,"SITTING","tGravityAccMag-std()",-0.620355788665816
"541",27,"SITTING","fBodyAccMag-mean()",-0.667185803946808
"542",27,"SITTING","fBodyAccMag-std()",-0.734883056953989
"543",27,"SITTING","fBodyBodyAccJerkMag-mean()",-0.688572791044947
"544",27,"SITTING","fBodyBodyAccJerkMag-std()",-0.707531366315426
"545",27,"SITTING","fBodyBodyGyroJerkMag-mean()",-0.837585999827128
"546",27,"SITTING","fBodyBodyGyroJerkMag-std()",-0.848260021656915
"547",27,"SITTING","fBodyBodyGyroMag-mean()",-0.785953610106383
"548",27,"SITTING","fBodyBodyGyroMag-std()",-0.777810418832447
"549",27,"SITTING","tBodyAccJerkMag-mean()",-0.70180744799867
"550",27,"SITTING","tBodyAccJerkMag-std()",-0.696003354282979
"551",27,"SITTING","tBodyAccMag-mean()",-0.627947737417819
"552",27,"SITTING","tBodyAccMag-std()",-0.677874152031915
"553",27,"SITTING","tBodyGyroJerkMag-mean()",-0.823067662473404
"554",27,"SITTING","tBodyGyroJerkMag-std()",-0.837212879564096
"555",27,"SITTING","tBodyGyroMag-mean()",-0.694016019806117
"556",27,"SITTING","tBodyGyroMag-std()",-0.754713306440957
"557",27,"SITTING","tGravityAccMag-mean()",-0.627947737417819
"558",27,"SITTING","tGravityAccMag-std()",-0.677874152031915
"559",28,"SITTING","fBodyAccMag-mean()",-0.656100294024272
"560",28,"SITTING","fBodyAccMag-std()",-0.715164661849515
"561",28,"SITTING","fBodyBodyAccJerkMag-mean()",-0.706908798520874
"562",28,"SITTING","fBodyBodyAccJerkMag-std()",-0.726122136199029
"563",28,"SITTING","fBodyBodyGyroJerkMag-mean()",-0.826660930776699
"564",28,"SITTING","fBodyBodyGyroJerkMag-std()",-0.833674226650485
"565",28,"SITTING","fBodyBodyGyroMag-mean()",-0.762735296006796
"566",28,"SITTING","fBodyBodyGyroMag-std()",-0.767012523398058
"567",28,"SITTING","tBodyAccJerkMag-mean()",-0.723779362805825
"568",28,"SITTING","tBodyAccJerkMag-std()",-0.714477557324272
"569",28,"SITTING","tBodyAccMag-mean()",-0.644599448147087
"570",28,"SITTING","tBodyAccMag-std()",-0.659757363641262
"571",28,"SITTING","tBodyGyroJerkMag-mean()",-0.813718189757282
"572",28,"SITTING","tBodyGyroJerkMag-std()",-0.824174463058252
"573",28,"SITTING","tBodyGyroMag-mean()",-0.683567422362136
"574",28,"SITTING","tBodyGyroMag-std()",-0.737683990849515
"575",28,"SITTING","tGravityAccMag-mean()",-0.644599448147087
"576",28,"SITTING","tGravityAccMag-std()",-0.659757363641262
"577",28,"STANDING","fBodyAccMag-mean()",-0.596766476930682
"578",28,"STANDING","fBodyAccMag-std()",-0.675726065523296
"579",28,"STANDING","fBodyBodyAccJerkMag-mean()",-0.638582720019318
"580",28,"STANDING","fBodyBodyAccJerkMag-std()",-0.683350492909091
"581",28,"STANDING","fBodyBodyGyroJerkMag-mean()",-0.783731989943182
"582",28,"STANDING","fBodyBodyGyroJerkMag-std()",-0.800627497215909
"583",28,"STANDING","fBodyBodyGyroMag-mean()",-0.708848978369318
"584",28,"STANDING","fBodyBodyGyroMag-std()",-0.716597399028409
"585",28,"STANDING","tBodyAccJerkMag-mean()",-0.649224303329546
"586",28,"STANDING","tBodyAccJerkMag-std()",-0.656365538846023
"587",28,"STANDING","tBodyAccMag-mean()",-0.569569991120455
"588",28,"STANDING","tBodyAccMag-std()",-0.607805066017045
"589",28,"STANDING","tBodyGyroJerkMag-mean()",-0.760708643386364
"590",28,"STANDING","tBodyGyroJerkMag-std()",-0.784159789318182
"591",28,"STANDING","tBodyGyroMag-mean()",-0.607539045567045
"592",28,"STANDING","tBodyGyroMag-std()",-0.679673857163068
"593",28,"STANDING","tGravityAccMag-mean()",-0.569569991120455
"594",28,"STANDING","tGravityAccMag-std()",-0.607805066017045
"595",29,"STANDING","fBodyAccMag-mean()",-0.589294014734302
"596",29,"STANDING","fBodyAccMag-std()",-0.639314176054942
"597",29,"STANDING","fBodyBodyAccJerkMag-mean()",-0.609879937469099
"598",29,"STANDING","fBodyBodyAccJerkMag-std()",-0.636434470547384
"599",29,"STANDING","fBodyBodyGyroJerkMag-mean()",-0.840464164156977
"600",29,"STANDING","fBodyBodyGyroJerkMag-std()",-0.851462426569767
"601",29,"STANDING","fBodyBodyGyroMag-mean()",-0.722018434984302
"602",29,"STANDING","fBodyBodyGyroMag-std()",-0.671454324368401
"603",29,"STANDING","tBodyAccJerkMag-mean()",-0.664538060484884
"604",29,"STANDING","tBodyAccJerkMag-std()",-0.620472049862791
"605",29,"STANDING","tBodyAccMag-mean()",-0.553585593347965
"606",29,"STANDING","tBodyAccMag-std()",-0.579067216088081
"607",29,"STANDING","tBodyGyroJerkMag-mean()",-0.802293906366279
"608",29,"STANDING","tBodyGyroJerkMag-std()",-0.840156364186047
"609",29,"STANDING","tBodyGyroMag-mean()",-0.602228993700349
"610",29,"STANDING","tBodyGyroMag-std()",-0.653732301592151
"611",29,"STANDING","tGravityAccMag-mean()",-0.553585593347965
"612",29,"STANDING","tGravityAccMag-std()",-0.579067216088081
"613",30,"STANDING","fBodyAccMag-mean()",-0.600372067046214
"614",30,"STANDING","fBodyAccMag-std()",-0.646522810920757
"615",30,"STANDING","fBodyBodyAccJerkMag-mean()",-0.656339723754047
"616",30,"STANDING","fBodyBodyAccJerkMag-std()",-0.664600262443812
"617",30,"STANDING","fBodyBodyGyroJerkMag-mean()",-0.811292332428198
"618",30,"STANDING","fBodyBodyGyroJerkMag-std()",-0.822805618746736
"619",30,"STANDING","fBodyBodyGyroMag-mean()",-0.669600510563003
"620",30,"STANDING","fBodyBodyGyroMag-std()",-0.589192650089817
"621",30,"STANDING","tBodyAccJerkMag-mean()",-0.697050126998956
"622",30,"STANDING","tBodyAccJerkMag-std()",-0.658972148093473
"623",30,"STANDING","tBodyAccMag-mean()",-0.538131194183003
"624",30,"STANDING","tBodyAccMag-std()",-0.588158111633681
"625",30,"STANDING","tBodyGyroJerkMag-mean()",-0.785870931331593
"626",30,"STANDING","tBodyGyroJerkMag-std()",-0.810398514673629
"627",30,"STANDING","tBodyGyroMag-mean()",-0.510032754098198
"628",30,"STANDING","tBodyGyroMag-std()",-0.573779428671018
"629",30,"STANDING","tGravityAccMag-mean()",-0.538131194183003
"630",30,"STANDING","tGravityAccMag-std()",-0.588158111633681
